,icd9_code,icd10_code,rank,reason
6159,V0259,Z2231,2,"This code is specific to 'Carrier of bacterial disease due to meningococci', which is a subtype of bacterial diseases but does not encompass all other specified bacterial diseases."
6160,V078,Z2912,1,Specific to prophylactic treatment (antivenin) within the general category of prophylactic measures.
6161,V078,Z2913,2,Specific to prophylactic treatment (Rho(D) immune globulin) within the general category of prophylactic measures.
6162,V078,Z2914,3,Specific to prophylactic treatment (rabies immune globin) within the general category of prophylactic measures.
6163,V091,Z1612,1,"Extended spectrum beta lactamase (ESBL) resistance is a specific type of resistance to beta-lactam antibiotics, aligning closely with the concept of cephalosporin resistance."
6164,V091,Z1610,2,"Resistance to unspecified beta lactam antibiotics is a broad category that encompasses resistance to cephalosporins, making it a relevant match."
6165,V091,Z1619,3,"Resistance to other specified beta lactam antibiotics is less specific and does not directly mention cephalosporins, making it the least relevant match."
6166,V0980,Z1620,1,no_good_match
6167,V0980,Z1621,2,no_good_match
6168,V0980,Z1622,3,no_good_match
6169,V0980,Z1631,4,no_good_match
6170,V0980,Z1632,5,no_good_match
6171,V0980,Z1633,6,no_good_match
6172,V0980,Z1639,7,no_good_match
6173,V1002,Z85818,1,"More specific as it refers to other sites of lip, oral cavity, and pharynx."
6174,V1002,Z85819,2,"Refers to unspecified site, which is less specific than other sites."
6175,V1009,Z8509,1,"This code encompasses a personal history of malignant neoplasms of other digestive organs, which aligns closely with the vague description of 'other gastrointestinal tract'."
6176,V1009,Z85068,2,"This code specifies a personal history of malignant neoplasm of small intestine, which is a specific part of the gastrointestinal tract, making it relevant but less general than Z8509."
6177,V1009,Z8507,3,"This code refers specifically to a personal history of malignant neoplasm of the pancreas, which is a specific organ rather than 'other gastrointestinal tract', making it the least relevant in this context."
6178,V1029,Z8529,1,Exact match to the ICD-9 description.
6179,V1029,Z85238,2,"Related but more specific to the thymus, which is a specific site."
6180,V1059,Z8559,1,"This code captures the personal history of malignant neoplasm of 'other urinary tract organ', which aligns closely with the ICD-9 description."
6181,V1059,Z8554,2,"This code is more specific to the ureter, which is a specific type of urinary organ. It is less aligned with the broader category of 'other urinary organs' as described in the ICD-9 code."
6182,V1071,Z8579,1,"This code covers personal history of other malignant neoplasms specifically related to lymphoid and hematopoietic tissues, aligning closely with the history of lymphosarcoma."
6183,V1071,Z85831,2,"This code refers to personal history of malignant neoplasms of soft tissue, which is broader and less specific than the first candidate, making it a less optimal match."
6184,V1089,Z8589,1,"more general category covering other organs and systems, aligning with 'other sites' in the ICD-9 description"
6185,V1089,Z85831,2,"specific to soft tissue, which is a subtype of malignant neoplasm but does not encompass 'other sites' as broadly"
6186,V1091,Z85020,1,"Specific match for personal history of malignant carcinoid tumor, related to stomach."
6187,V1091,Z85030,2,"Specific match for personal history of malignant carcinoid tumor, related to large intestine."
6188,V1091,Z85040,3,"Specific match for personal history of malignant carcinoid tumor, related to rectum."
6189,V1091,Z85060,4,"Specific match for personal history of malignant carcinoid tumor, related to small intestine."
6190,V1091,Z85110,5,"Specific match for personal history of malignant carcinoid tumor, related to bronchus and lung."
6191,V1091,Z85230,6,"Specific match for personal history of malignant carcinoid tumor, related to thymus."
6192,V1091,Z85520,7,"Specific match for personal history of malignant carcinoid tumor, related to kidney."
6193,V1091,Z85821,8,no_good_match
6194,V1229,Z8639,1,The description includes 'other endocrine' and aligns closely with the ICD-9 description.
6195,V1229,Z862,2,"While it refers to disorders involving the immune mechanism, it is more specific to blood and blood-forming organs, making it less relevant."
6196,V1329,Z8742,1,"Directly related to personal history of other diseases of the female genital tract, aligning closely with the ICD-9 description."
6197,V1329,Z8759,2,"Related to personal history of complications during pregnancy and childbirth, but less specific to genital system disorders than Z8742."
6198,V1364,Z87720,1,Direct match for personal history of congenital malformations of eye.
6199,V1364,Z87721,2,Direct match for personal history of congenital malformations of ear.
6200,V1364,Z87790,3,Matches for personal history of congenital malformations of face and neck.
6201,V1364,Z87730,4,"Refers to congenital malformations of cleft lip and palate, which is not specifically mentioned in the ICD-9 description."
6202,V1542,Z91411,1,"Directly correlates with the history of emotional abuse, specifying psychological abuse in adults."
6203,V1542,Z91412,2,"Related to neglect, which can be a form of emotional abuse, but is less specific than Z91411."
6204,V1589,Z9289,1,"This code relates to personal history, similar to the ICD-9 description, making it the best match."
6205,V1589,Z9284,2,"This code addresses a specific personal history related to anesthesia, which is a specific context of health hazards."
