original_name,clean,counts
"meningococcal vac A,C,Y,W-135",meningococcal vac acyw-135,26
menthol,menthol,7
menthol (Icy Hot Patch),menthol (icy hot patch),23
meperidine,meperidine,10
meprobamate,meprobamate,11
mercaptopurine,mercaptopurine,14
mesa,mesalamine,10
mesalamine,mesalamine,10
mesalamine ,mesalamine,10
mesalamine (Apriso) 0.375 gm,mesalamine (apriso) 0.375 gm,28
mesalamine DR,mesalamine dr,13
mesalamine DR 1200mg,mesalamine dr 1200mg,20
mesalamine DR 1200mg TAB,mesalamine dr 1200mg,20
mesalamine ER 500mg CAP,mesalamine er 500mg,19
mesna,mesnex,6
metFORMIN,metformin,9
metFORMIN (Riomet),metformin (riomet),18
metHOTREXate sodium,methotrexate sodium,19
metam,metamucil,9
metaxalone,metaxalone,10
metformin,metformin,9
metformin ER,metformin er,12
meth,methadone,9
metha,methadone,9
methaDONE,methadone,9
methaDONE Intensol,methadone intensol,18
methad,methadone,9
methadon,methadone,9
methadone,methadone,9
methadone Intensol,methadone intensol,18
methamphetamine,methamphetamine,15
methenamine hippurate,methenamine hippurate,21
methenamine hippurate 1gm,methenamine hippurate 1gm,25
methenamine mandelate,methenamine mandelate,21
methimazole,methimazole,11
metho,methotrexate,12
methocarbamoL,methocarbamol,13
methotrexate,methotrexate,12
methotrexate ,methotrexate,12
methotrexate sodium,methotrexate sodium,19
methoxsalen rapid,methoxsalen rapid,17
methylPREDNISolone,methylprednisolone,18
methylPREDNISolone acetate,methylprednisolone acetate,26
methylcellulose (laxative),methylcellulose (laxative),26
methylene blue (antidote),methylene blue (antidote),25
methylnaltrexone,methylnaltrexone,16
methylphenidate,methylphenidate,15
methylphenidate ER,methylphenidate er,18
methylphenidate HCl,methylphenidate hcl,19
metipranolol,metipranolol,12
metoCLOPramide,metoclopramide,14
metoLAZOne,metolazone,10
metolazone,metolazone,10
metoprolol,metoprolol,10
metoprolol succinate,metoprolol succinate,20
metoprolol tartrate,metoprolol tartrate,19
metroNIDAZOLE,metronidazole,13
metrogel,metrogel,8
metronidazole,metronidazole,13
metyrapone,metyrapone,10
mexiletine,mexiletine,10
miacal,miacal,6
micon,miconazole,10
miconazole nitrate,miconazole nitrate,18
midodrine,midodrine,9
midostaurin,midostaurin,11
milk thistle,milk thistle,12
milk thistle seed extract,milk thistle seed extract,25
milnacipran,milnacipran,11
milnacipran (savella),milnacipran (savella),21
milnacipran 50mg tablet,milnacipran 50mg,16
milrinone,milrinone,9
milrinone in 5 % dextrose,milrinone in 5% dextrose,24
miner,mineral,7
mineral oil,mineral oil,11
mineral oil & white petrolatum,mineral oil & white petrolatum,30
minoxidil,minoxidil,9
mira,mira,4
mirabegron,mirabegron,10
mirabegron (Myrbetriq,mirabegron (myrbetriq,21
mirabegron (Myrbetriq),mirabegron (myrbetriq),22
mirabegron ER 50 mg,mirabegron er 50mg,18
miralax,miralax,7
mirtazapine,mirtazapine,11
mitoMYcin,mitomycin,9
mitoXANTRONE,mitoxantrone,12
mitotane,mitotane,8
mln8237,mln8237,7
modAF,modafinil,9
moda,modafinil,9
modaf,modafinil,9
modafi,modafinil,9
modafin,modafinil,9
modafini,modafinil,9
modafiniL,modafinil,9
modafinil,modafinil,9
modafinil  (Provigil),modafinil (provigil),20
moexipril,moexipril,9
moexipril-hydrochlorothiazide,moexipril-hydrochlorothiazide,29
mometasone,mometasone,10
mometasone 0.1% cream,mometasone 0.1%,15
mometasone furoate,mometasone furoate,18
mometasone furoate (Nasonex),mometasone furoate (nasonex),28
mometasone furoate cream 0.1%,mometasone furoate 0.1%,23
mometasone-formoterol,mometasone-formoterol,21
mometasone-formoterol (Dulera),mometasone-formoterol (dulera),30
mometasone-formoterol 200 mcg-5 mcg,mometasone-formoterol 200 mcg-5 mcg,35
mometasone-formoterol 200-5 mcg,mometasone-formoterol 200-5 mcg,31
montelukast,montelukast,11
montelukast 10 mg ,montelukast 10mg,16
morp,morphine,8
morph,morphine,8
morphine,morphine,8
morphine (bulk),morphine,8
morphine concentrate,morphine concentrate,20
motilium,motilium,8
moxifloxacin,moxifloxacin,12
moxifloxacin ,moxifloxacin,12
moxifloxacin in NaCl (iso-osm),moxifloxacin in nacl (isosorbide-osm),37
mu,mucinex,7
mucin,mucinex,7
mucine,mucinex,7
mucinex,mucinex,7
mul,mul,3
mult,mult,4
multi,multi,5
multiv,mupirocin,9
multivi,mupirocin,9
multivit,mupirocin,9
multivitamin,multivitamin,12
multivitamin with iron,multivitamin with iron,22
multivitamin with iron-mineral,multivitamin with iron-mineral,30
multivitamin with minerals,multivitamin with minerals,26
multivitamins,multivitamins,13
mupi,mupirocin,9
mupir,mupirocin,9
mupiro,mupirocin,9
mupirocin,mupirocin,9
mupirocin calcium,mupirocin calcium,17
mvi,mvi,3
mycophen,mycophenolate,13
mycophenolate mofetil,mycophenolate mofetil,21
mycophenolate sodium,mycophenolate sodium,20
n-acetylcysteine Nac,n-acetylcysteine nac,20
nabumetone,nabumetone,10
nac,nac,3
nac ,nac,3
nadol,nadolol,7
nadolol,nadolol,7
nafcillin,nafcillin,9
naldemedine,naldemedine,11
naloxegol,naloxegol,9
naloxegol (Movanitk),naloxegol (movanitk),20
naloxegol (Movantik),naloxegol (movantik),20
naloxone,naloxone,8
naltrexone,naltrexone,10
naltrexone HCl (bulk),naltrexone hcl,14
naproxen,naproxen,8
naproxen sodium,naproxen sodium,15
naratriptan,naratriptan,11
natalizumab,natalizumab,11
natamycin,natamycin,9
nebivoloL,nebivolol,9
nebivolol,nebivolol,9
nebivolol (Bystolic),nebivolol (bystolic),20
nedocromil 2%,nedocromil 2%,13
nelFINavir,nelfinavir,10
neo,neomycin,8
neomy,neomycin,8
neomycin-bacitracin-polymyxin,neomycin-bacitracin-polymyxin,29
neomycin-polymyxin B-dexameth,neomycin-polymyxin b-dexamethasone,34
neomycin-polymyxin-dexameth,neomycin-polymyxin-dexamethasone,32
neoral,neoral,6
nepafenac,nepafenac,9
neph,nephrocaps,10
nephr,nephrocaps,10
nephro,nephrocaps,10
nephrocap,nephrocaps,10
netarsudiL,netarsudil,10
netarsudiL (Rhopressa),netarsudil (rhopressa),22
netarsudiL 002%-latanoprost 0.005%,netarsudil 002%-latanoprost 0.005%,34
netarsudiL-latanoprost,netarsudil-latanoprost,22
netarsudiL0.02%,netarsudil0.02%,15
netarsudil,netarsudil,10
netarsudil 0.02%,netarsudil 0.02%,16
netarsudil opth soln,netarsudil,10
neupogen,neupogen,8
neut,neut,4
neutr,neutr,5
neutra,neutra,6
nevirapine,nevirapine,10
nf-tacrolimus,nf-tacrolimus,13
niCARdipine,nicardipine,11
niMODipine,nimodipine,10
nia,nia,3
niac,niac,4
niacin,niacin,6
niacinamide,niacinamide,11
nicotine,nicotine,8
nicotine (polacrilex),nicotine (polacrilex),21
nicotinic,nicotinic,9
nifed,nifed,5
nifedi,nifedi,6
nifedip,nifedip,7
nifedipi,nifedipi,8
nifedipine,nifedipine,10
nifedipine (bulk),nifedipine,10
nifedipine 2%,nifedipine 2%,13
nifer,nifer,5
niferex,niferex,7
nilotinib,nilotinib,9
nilotinib  (Tasigna),nilotinib (tasigna),19
nilutamide,nilutamide,10
nimodipine,nimodipine,10
nimodipine 30mg,nimodipine 30mg,15
nimodipine 60mg,nimodipine 60mg,15
nimodipine 60mg  ,nimodipine 60mg,15
nintedanib,nintedanib,10
nintedanib ,nintedanib,10
nintedanib (Ofev),nintedanib (ofev),17
nintedanib 150mg,nintedanib 150mg,16
nisoldipine,nisoldipine,11
nitazoxanide,nitazoxanide,12
nitro,nitrofurantoin,14
nitrof,nitrofurantoin,14
nitrofur,nitrofurantoin,14
nitrofurant,nitrofurantoin,14
nitrofurantoin,nitrofurantoin,14
nitrofurantoin macrocrystal,nitrofurantoin macrocrystal,27
nitrofurantoin monohyd/m-cryst,nitrofurantoin monohyd/mononitrate-cryst,40
nitroglycerin,nitroglycerin,13
nitroglycerin/lidocaine,nitroglycerin/lidocaine,23
nizatidine,nizatidine,10
noreth,noreth,6
norethin-eth estrad biphasic,norethin-eth estrad biphasic,28
norethindrone,norethindrone,13
norethindrone ,norethindrone,13
norethindrone (Camila contraceptive),norethindrone (camila contraceptive),36
norethindrone (contraceptive),norethindrone (contraceptive),29
norethindrone (contraceptive) ,norethindrone (contraceptive),29
norethindrone (contraceptive) 5 mg,norethindrone (contraceptive) 5mg,33
norethindrone 0.35 mg,norethindrone 0.35mg,20
norethindrone ac-eth estradioL (Lo Loestrin Fe),norethindrone ac-eth estradiol (lo loestrin fe),47
norethindrone ac-eth estradioL 1.5mg/30 mcg,norethindrone ac-eth estradiol 1.5mg/30 mcg,43
norethindrone ac-eth estradiol,norethindrone ac-eth estradiol,30
norethindrone acetate,norethindrone acetate,21
norethindrone acetate ,norethindrone acetate,21
norethindrone acetate 5mg Tab,norethindrone acetate 5mg,25
norethindrone-e.estradiol-iron,norethindrone-e.estradiol-iron,30
norethindrone-ethin estradioL,norethindrone-ethin estradiol,29
norethindrone-ethin estradiol,norethindrone-ethin estradiol,29
norgestimate,norgestimate,12
norgestimate-ethinyl estradioL,norgestimate-ethinyl estradiol,30
norgestimate-ethinyl estradiol,norgestimate-ethinyl estradiol,30
norgestrel-ethinyl estradioL,norgestrel-ethinyl estradiol,28
norgestrel-ethinyl estradioL (Low-Ogestrel),norgestrel-ethinyl estradiol (low-ogestrel),43
norgestrel-ethinyl estradiol,norgestrel-ethinyl estradiol,28
norgestrel-ethinyl estradiol (Cryselle),norgestrel-ethinyl estradiol (cryselle),39
normal,normal,6
normal sal,normal sal,10
nortriptyline,nortriptyline,13
nortriptyline 10mg/5ml oral soln,nortriptyline 10mg/5ml,22
norvir,norvir,6
novolin,novolin,7
novolin r,novolin r,9
novolog,novolog,7
nutritional supplements,nutritional supplements,23
nys,nystatin,8
nyst,nystatin,8
nysta,nystatin,8
nystat,nystatin,8
nystatin,nystatin,8
nystatin-triamcinolone,nystatin-triamcinolone,22
ocean,ocean,5
octreotide (Sandostatin LAR),octreotide (sandostatin lar),28
octreotide LAR 10mg depot,octreotide lar 10mg depot,25
octreotide acetate,octreotide acetate,18
"octreotide,microspheres",octreotidemicrospheres,22
ocu-glide,ocu-glide,9
ofloxacin,ofloxacin,9
ofloxacin  0.3%,ofloxacin 0.3%,14
ofloxacin otic solution,ofloxacin otic,14
olan,olanzapine,10
olanzapine,olanzapine,10
olaparib,olaparib,8
olaparib ,olaparib,8
olaparib 50mg,olaparib 50mg,13
olm,olm,3
olmesartan,olmesartan,10
olmesartan-hydrochlorothiazide,olmesartan-hydrochlorothiazide,30
olo,olo,3
olopatadine,olopatadine,11
olopatadine 0.2 % ,olopatadine 0.2%,16
olopatadine 0.2% ophthalmic solution,olopatadine 0.2% ophthalmic,27
olopatadine 0.7%,olopatadine 0.7%,16
olsalazine,olsalazine,10
omadacycline,omadacycline,12
omalizumab,omalizumab,10
omega,omega,5
omega 3-dha-epa-fish oil,omega 3-dha-epa-fish oil,24
"omega 3-dha-epa-fish oil,4c,3c,1c",omega 3-dha-epa-fish oil4c3c1c,30
omega-3 fatty acids,omega-3 fatty acids,19
omega-3 fatty acids-dha-epa,omega-3 fatty acids-dha-epa,27
omega-3s-dha-epa-fish oil,omega-3s-dha-epa-fish oil,25
omepr,omepr,5
omeprazole,omeprazole,10
omeprazole magnesium,omeprazole magnesium,20
omeprazole-sodium bicarbonate,omeprazole-sodium bicarbonate,29
ond,ondansetron,11
onda,ondansetron,11
ondan,ondansetron,11
ondans,ondansetron,11
ondansetron,ondansetron,11
ondansetron 8 mg,ondansetron 8mg,15
ondansetron HCl,ondansetron hcl,15
opium tincture,opium tincture,14
orabase,orabase,7
oritavancin,oritavancin,11
orphenadrine citrate,orphenadrine citrate,20
orphenadrine citrate  ER 100mg,orphenadrine citrate er 100mg,29
orphenadrine citrate ER,orphenadrine citrate er,23
oseltamivir,oseltamivir,11
osimertinib,osimertinib,11
osimertinib + gefitinib,osimertinib + gefitinib,23
ovenetoclax,ovenetoclax,11
oxandrolone,oxandrolone,11
oxaprozin,oxaprozin,9
oxcarbazepine,oxcarbazepine,13
oxcarbazepine Brand Name,oxcarbazepine,13
oxiconazole nitrate,oxiconazole nitrate,19
oxyCODONE,oxycodone,9
oxyCODONE 5 mg ,oxycodone 5mg,13
oxyCODONE myristate,oxycodone myristate,19
oxyCODONE-acetaminophen,oxycodone-acetaminophen,23
oxyMORphone,oxymorphone,11
oxyMORphone ER,oxymorphone er,14
oxybutynin,oxybutynin,10
oxybutynin  chloride ER,oxybutynin chloride er,22
oxybutynin chloride,oxybutynin chloride,19
oxybutynin chloride ER,oxybutynin chloride er,22
oxybutynin chloride XL,oxybutynin chloride xl,22
oxycod,oxycodone,9
oxycodone,oxycodone,9
oxycodone SR (oxcontin),oxycodone sr (oxcontin),23
oxycodone-acetaminophen,oxycodone-acetaminophen,23
oxycodone-apap,oxycodone-apap,14
oxymet,oxymetazoline,13
oxymeta,oxymetazoline,13
oxymetazoline,oxymetazoline,13
oxymorphone,oxymorphone,11
oxytocin,oxytocin,8
palbociclib,palbociclib,11
palbociclib  (Ibrance),palbociclib (ibrance),21
palonosetron,palonosetron,12
pan,pancrease,9
panc,pancrease,9
pancre,pancrease,9
pang,pangestyme,10
panto,pantoprazol,11
pantoprazole,pantoprazole,12
pantoprazole ,pantoprazole,12
pantoprazole 2mg/ml,pantoprazole 2mg/ml,19
pantoprazole oral solution,pantoprazole,12
papaverine,papaverine,10
parcop,parcop,6
parcopa,parcopa,7
paricalcitol,paricalcitol,12
paromomycin,paromomycin,11
paromomycin sulfate (bulk),paromomycin sulfate,19
patiromer calcium sorbitex,patiromer calcium sorbitex,26
pazopanib,pazopanib,9
peg,peg,3
pegaspargase,pegaspargase,12
pegfilgrastim,pegfilgrastim,13
pegfilgrastim-cbqv,pegfilgrastim-cbqv,18
penicillAMINE,penicillamine,13
penicillin G potassium,penicillin g potassium,22
penicillin V potassium,penicillin v potassium,22
pentasa,pentasa,7
pentosan polysulfate sodium,pentosan polysulfate sodium,27
pentoxifylline,pentoxifylline,14
peppermint oil,peppermint oil,14
perampaneL,perampanel,10
perampanel,perampanel,10
percocet,percocet,8
perindopril erbumine,perindopril erbumine,20
permet,permethrin,10
permeth,permethrin,10
permethrin,permethrin,10
perphenazine,perphenazine,12
"petrolatum, white-water",petrolatum white-water,22
phen,phen,4
phenazopyridine,phenazopyridine,15
pheno,phenobarbital,13
phenob,phenobarbital,13
phenoba,phenobarbital,13
phenobar,phenobarbital,13
phenobarb,phenobarbital,13
phenobarb-hyoscy-atropine-scop,phenobarbital-hyoscy-atropine-scop,34
phenobarbital,phenobarbital,13
phentermine,phentermine,11
phenyl,phenyl,6
phenyleph,phenyleph,9
phenylephrin,phenylephrin,12
phenylephrine,phenylephrine,13
phenylephrine HCl,phenylephrine hcl,17
phenylephrine HCl in 0.9% NaCl,phenylephrine hcl in 0.9% nacl,30
phenylephrine-DM-acetaminophen,phenylephrine-dm-acetaminophen,30
phenytoi,phenytoi,8
phenytoin,phenytoin,9
phenytoin sodium extended,phenytoin sodium extended,25
phosp,phosp,5
phosphatidylcholine (bulk),phosphatidylcholine,19
phytonadione (vitamin K1),phytonadione (vitamin k1),25
pilocarpine,pilocarpine,11
pilocarpine ,pilocarpine,11
pilocarpine 5 mg,pilocarpine 5mg,15
pilocarpine 5mg ,pilocarpine 5mg,15
pilocarpine HCl,pilocarpine hcl,15
pilocarpine HCl (bulk),pilocarpine hcl,15
pilocarpine HCl 4%,pilocarpine hcl 4%,18
pimavanserin,pimavanserin,12
pimavanserin (Nuplazid),pimavanserin (nuplazid),23
pimozide,pimozide,8
pindolol,pindolol,8
pioglitazone-glimepiride,pioglitazone-glimepiride,24
pirbuterol,pirbuterol,10
pirfenidone,pirfenidone,11
pirfenidone ,pirfenidone,11
pirfenidone 801mg,pirfenidone 801mg,17
pitavastatin,pitavastatin,12
pitavastatin calcium,pitavastatin calcium,20
pitavastatin calcium (Livalo),pitavastatin calcium (livalo),29
plerixafor,plerixafor,10
pneumoc 13-val conj-dip cr(PF),pneumoc 13-val conj-dip cr(pf),30
podofilox,podofilox,9
poly,poly,4
polyethyl glycol-polyvinyl alc,polyethyl glycol-polyvinyl alc,30
polyethylene glycol 3350,polyethylene glycol 3350,24
polymyxin B sulf-trimethoprim,polymyxin b sulfate-trimethoprim,32
polyvinyl alcohol,polyvinyl alcohol,17
polyvinyl alcohol-povidon(PF),polyvinyl alcohol-povidon(pf),29
polyvinyl alcohol-povidone,polyvinyl alcohol-povidone,26
pomalidomide,pomalidomide,12
ponatinib,ponatinib,9
ponatinib ,ponatinib,9
pota,potassium,9
potas,potassium,9
potass,potassium,9
potassiu,potassium,9
potassium,potassium,9
potassium ch,potassium ch,12
potassium chlo,potassium chlo,14
potassium chloride,potassium chloride,18
potassium chloride 20mEq,potassium chloride 20meq,24
potassium chloride ER,potassium chloride er,21
potassium chloride liquid,potassium chloride,18
potassium citrate,potassium citrate,17
potassium citrate ER,potassium citrate er,20
potassium citrate tablets,potassium citrate,17
potassium gluconate,potassium gluconate,19
povidone-iodine,povidone-iodine,15
povidone-iodine (bulk),povidone-iodine,15
pralsetinib,pralsetinib,11
pram,pram,4
prami,prami,5
pramipexole,pramipexole,11
pramipexole ER,pramipexole er,14
pramlintide,pramlintide,11
pramoxine,pramoxine,9
prasterone (dhea),prasterone (dhea),17
prasugreL,prasugrel,9
prasugrel,prasugrel,9
pravastatin,pravastatin,11
praziquanteL,praziquantel,12
praziquantel,praziquantel,12
prazosin,prazosin,8
pred,pred,4
predn,prednisolone,12
predni,prednisolone,12
predniSONE,prednisone,10
predniSONE 20mg,prednisone 20mg,15
predniSONE Intensol,prednisone intensol,19
prednis,prednisolone,12
predniso,prednisolone,12
prednisoLONE,prednisolone,12
prednisoLONE acetate,prednisolone acetate,20
prednisoLONE acetate ,prednisolone acetate,20
prednisoLONE sodium phosphate,prednisolone sodium phosphate,29
prednisol,prednisolone,12
prednisolone,prednisolone,12
prednisolone acetate,prednisolone acetate,20
prednisolone acetate (PF),prednisolone acetate (pf),25
prednisolone-moxiflo-nepafenac,prednisolone-moxiflo-nepafenac,30
prednisone,prednisone,10
pregabalin,pregabalin,10
"prenat.vits,cal,min-iron-folic",prenat.vitscalmin-iron-folic,28
prenatal DHA,prenatal dha,12
prenatal multivit-Ca-min-Fe-FA,prenatal mupirocin-carbonate-min-fe-fa,38
prenatal vit-iron fumarate-FA,prenatal vit-iron fumarate-fa,29
prenatal vitamins plus,prenatal vitamins plus,22
prev,prev,4
primiDONE,primidone,9
proGESTerone,progesterone,12
proGESTerone ,progesterone,12
proGESTerone -estradiol 100-1mg/mL,progesterone -estradiol 100-1mg/ml,34
proGESTerone gel 8%,progesterone gel 8%,19
proGESTerone micronized,progesterone micronized,23
proGESTerone micronized 200mg Supp,progesterone micronized 200mg,29
probiotic,probiotic,9
probiotic packet,probiotic,9
probiotics ,probiotics,10
procarbazine,procarbazine,12
proges,proges,6
progest,progest,7
progesterone,progesterone,12
progesterone (bulk),progesterone,12
"progesterone 100mg/ml, estrodiol 1mg/ml, testosterone 0.4mg/ml",progesterone 100mg/ml estrodiol 1mg/ml testosterone 0.4mg/ml,60
progesterone micronized,progesterone micronized,23
progesterone micronized (bulk),progesterone micronized,23
progesterone vaginal insert,progesterone vaginal insert,27
promethazine,promethazine,12
propafenone,propafenone,11
propafenone hydrochloride,propafenone hydrochloride,25
propo,propo,5
propofol (PF),propofol (pf),13
propox,propox,6
propranoloL,propranolol,11
propranolol,propranolol,11
propylene glycol-glycerin (Artificial Tears),propylene glycol-glycerin (artificial tears),44
proscar,proscar,7
protonix,protonix,8
protriptyline,protriptyline,13
prucalopride,prucalopride,12
prucalopride (Motegrity),prucalopride (motegrity),24
pseudoephedrine HCl,pseudoephedrine hcl,19
psyllium,psyllium,8
psyllium husk,psyllium husk,13
pulm,pulm,4
pulmicort,pulmicort,9
pyridostigmine,pyridostigmine,14
pyridostigmine bromide,pyridostigmine bromide,22
pyridostigmine bromide ER 180mg,pyridostigmine bromide er 180mg,31
pyridoxine,pyridoxine,10
pyrimethamine,pyrimethamine,13
pyrimethamine/leucovorin,pyrimethamine/leucovorin,24
quet,quetiapine,10
quetiapine,quetiapine,10
quiNIDine gluconate,quinidine gluconate,19
quiNINE sulfate,quinine sulfate,15
quinacrine (bulk),quinacrine,10
quinapril,quinapril,9
quiniDINE ,quinidine,9
quiniDINE Gluconate,quinidine gluconate,19
quiniDINE Gluconate E.R.,quinidine gluconate e.r.,24
quiniDINE Gluconate E.R. 324mg TAB,quinidine gluconate e.r. 324mg,30
quiniDINE Sulfate,quinidine sulfate,17
rOPINIRole,ropinirole,10
rOPINIRole (REQUIP),ropinirole (requip),19
rOPINIRole (Requip) XL,ropinirole (requip) xl,22
rOPINIRole ER,ropinirole er,13
rOPINIRole XL (Requip XL),ropinirole xl (requip xl),25
raNITIdine HCL,ranitidine hcl,14
raNITIdine HCl,ranitidine hcl,14
rabeprazole,rabeprazole,11
raloxifene,raloxifene,10
raltegravir,raltegravir,11
ramelteon,ramelteon,9
ramipril,ramipril,8
ranitidine (Zantac),ranitidine (zantac),19
ranitidine HCl,ranitidine hcl,14
ranitidine HCl (bulk),ranitidine hcl,14
ranolazine,ranolazine,10
rasagiline,rasagiline,10
rasagiline (Azilect),rasagiline (azilect),20
refre,refre,5
refresh,refresh,7
refresh (cellulose),refresh (cellulose),19
regorafenib,regorafenib,11
remdesevir,remdesevir,10
remdesivir,remdesivir,10
repaglinide,repaglinide,11
